NODE_100029_length_2239_cov_2.924766	827	960	0	133	133	1.0000000
NODE_100054_length_2238_cov_4.719963	1205	1338	0	133	133	1.0000000
NODE_100115_length_2237_cov_4.516370	819	952	0	133	133	1.0000000
NODE_10016_length_7401_cov_5.952068	5213	5346	0	133	133	1.0000000
NODE_10019_length_7400_cov_9.406520	639	772	0	133	133	1.0000000
NODE_100205_length_2236_cov_3.732803	1494	1627	0	133	133	1.0000000
NODE_10022_length_7400_cov_4.480345	5776	5909	0	133	133	1.0000000
NODE_10026_length_7399_cov_4.219178	3938	4071	0	133	133	1.0000000
NODE_100306_length_2235_cov_2.911049	2070	2203	0	133	133	1.0000000
NODE_100397_length_2233_cov_4.554827	202	335	0	133	133	1.0000000
NODE_10039_length_7396_cov_4.188434	470	603	0	133	133	1.0000000
NODE_100400_length_2233_cov_4.448922	851	984	0	133	133	1.0000000
NODE_100411_length_2233_cov_4.028116	846	979	0	133	133	1.0000000
NODE_100430_length_2233_cov_3.507498	1577	1710	0	133	133	1.0000000
NODE_100459_length_2232_cov_4.889358	1462	1595	0	133	133	1.0000000
NODE_10048_length_7394_cov_5.143934	3186	3319	0	133	133	1.0000000
NODE_10049_length_7394_cov_3.873064	3013	3146	0	133	133	1.0000000
NODE_1004_length_14871_cov_4.891145	9102	9235	0	18	133	0.1353384
NODE_1004_length_14871_cov_4.891145	9102	9235	1	115	133	0.8646616
NODE_100636_length_2230_cov_2.541061	444	577	0	133	133	1.0000000
NODE_100665_length_2229_cov_4.193427	113	246	0	133	133	1.0000000
NODE_100717_length_2228_cov_4.196806	531	664	0	133	133	1.0000000
NODE_100752_length_2227_cov_5.196898	1603	1736	0	133	133	1.0000000
NODE_100758_length_2227_cov_4.762688	1015	1148	0	133	133	1.0000000
NODE_10078_length_7385_cov_5.123662	4906	5039	0	133	133	1.0000000
NODE_10079_length_7385_cov_4.177601	5515	5648	0	133	133	1.0000000
NODE_100820_length_2226_cov_5.340856	786	919	0	133	133	1.0000000
NODE_100831_length_2226_cov_4.594734	1008	1141	0	7	133	0.0526316
NODE_100831_length_2226_cov_4.594734	1008	1141	1	28	133	0.2105263
NODE_100831_length_2226_cov_4.594734	1008	1141	2	98	133	0.7368421
NODE_10091_length_7382_cov_5.302897	5978	6111	0	133	133	1.0000000
NODE_100954_length_2224_cov_6.321412	126	259	0	133	133	1.0000000
NODE_100970_length_2224_cov_4.256000	418	551	0	133	133	1.0000000
NODE_100_length_24567_cov_4.982549	4612	4745	0	133	133	1.0000000
NODE_101071_length_2222_cov_5.234574	1743	1876	0	133	133	1.0000000
NODE_1010_length_14843_cov_4.699200	5147	5280	0	133	133	1.0000000
NODE_101101_length_2222_cov_4.057937	222	355	0	133	133	1.0000000
NODE_101164_length_2221_cov_3.842601	137	270	0	133	133	1.0000000
NODE_1011_length_14842_cov_11.107848	11271	11404	0	133	133	1.0000000
NODE_10125_length_7374_cov_4.139107	3950	4083	0	133	133	1.0000000
NODE_101376_length_2217_cov_4.912181	242	375	0	133	133	1.0000000
NODE_101383_length_2217_cov_4.526440	1310	1443	0	32	133	0.2406015
NODE_101383_length_2217_cov_4.526440	1310	1443	4	101	133	0.7593985
NODE_101398_length_2217_cov_3.795090	2012	2145	0	133	133	1.0000000
NODE_101399_length_2217_cov_3.712937	749	882	0	133	133	1.0000000
NODE_101404_length_2217_cov_3.513692	397	530	0	133	133	1.0000000
NODE_10145_length_7368_cov_7.674233	4906	5039	0	133	133	1.0000000
NODE_101488_length_2215_cov_5.172023	930	1063	0	133	133	1.0000000
NODE_101493_length_2215_cov_4.678639	1321	1454	0	133	133	1.0000000
NODE_10161_length_7365_cov_18.390449	3947	4080	0	133	133	1.0000000
NODE_101639_length_2213_cov_3.881741	595	728	0	133	133	1.0000000
NODE_101699_length_2212_cov_4.366304	1293	1426	0	133	133	1.0000000
NODE_10171_length_7362_cov_7.823214	3455	3588	0	133	133	1.0000000
NODE_10188_length_7356_cov_4.116577	6616	6749	0	133	133	1.0000000
NODE_101974_length_2208_cov_3.437648	1544	1677	0	133	133	1.0000000
NODE_101986_length_2208_cov_2.937411	743	876	0	133	133	1.0000000
NODE_101997_length_2207_cov_6.959677	178	311	0	133	133	1.0000000
NODE_102003_length_2207_cov_5.251423	1112	1245	0	133	133	1.0000000
