dDocent_Contig_10017	132
dDocent_Contig_10039	89
dDocent_Contig_10052	82
dDocent_Contig_10066	56
dDocent_Contig_10066	72
dDocent_Contig_10106	124
dDocent_Contig_10135	76
dDocent_Contig_10135	97
dDocent_Contig_10159	54
dDocent_Contig_10166	77
dDocent_Contig_10175	136
dDocent_Contig_10193	78
dDocent_Contig_10279	46
dDocent_Contig_10279	111
dDocent_Contig_10332	90
dDocent_Contig_10367	488
dDocent_Contig_10428	136
dDocent_Contig_10428	234
dDocent_Contig_10506	114
dDocent_Contig_10506	138
dDocent_Contig_10516	103
dDocent_Contig_10565	53
dDocent_Contig_10567	97
dDocent_Contig_10591	58
dDocent_Contig_10594	55
dDocent_Contig_10594	79
dDocent_Contig_10624	80
dDocent_Contig_10624	105
dDocent_Contig_10677	98
dDocent_Contig_10722	45
dDocent_Contig_10722	63
dDocent_Contig_10722	75
dDocent_Contig_10767	90
dDocent_Contig_10828	125
dDocent_Contig_10828	139
dDocent_Contig_10887	80
dDocent_Contig_10895	132
dDocent_Contig_10895	142
dDocent_Contig_10909	47
dDocent_Contig_10909	57
dDocent_Contig_10966	52
dDocent_Contig_10966	67
dDocent_Contig_10976	58
dDocent_Contig_10982	59
dDocent_Contig_10995	125
dDocent_Contig_11038	155
dDocent_Contig_11038	156
dDocent_Contig_11084	54
dDocent_Contig_11125	105
dDocent_Contig_11134	50
dDocent_Contig_11168	124
dDocent_Contig_11178	217
dDocent_Contig_11178	300
dDocent_Contig_11178	302
dDocent_Contig_11178	467
dDocent_Contig_11207	86
dDocent_Contig_11228	220
dDocent_Contig_11228	237
dDocent_Contig_1125	403
dDocent_Contig_1125	411
dDocent_Contig_1125	445
dDocent_Contig_11256	64
dDocent_Contig_11256	131
dDocent_Contig_11256	132
dDocent_Contig_11256	139
dDocent_Contig_11260	77
dDocent_Contig_11264	110
dDocent_Contig_11286	135
dDocent_Contig_11327	20
dDocent_Contig_11327	51
dDocent_Contig_11327	82
dDocent_Contig_11327	96
dDocent_Contig_11327	115
dDocent_Contig_11335	130
dDocent_Contig_11366	102
dDocent_Contig_11377	66
dDocent_Contig_11377	72
dDocent_Contig_11449	66
dDocent_Contig_11449	99
dDocent_Contig_11449	124
dDocent_Contig_11451	87
dDocent_Contig_11451	126
dDocent_Contig_11454	97
dDocent_Contig_11581	45
dDocent_Contig_11581	68
dDocent_Contig_11625	44
dDocent_Contig_11625	62
dDocent_Contig_11631	74
dDocent_Contig_11695	91
dDocent_Contig_11747	145
dDocent_Contig_11757	331
dDocent_Contig_11830	202
dDocent_Contig_11830	278
dDocent_Contig_11840	371
dDocent_Contig_11840	401
dDocent_Contig_11879	75
dDocent_Contig_11889	186
dDocent_Contig_11889	196
dDocent_Contig_11937	389
dDocent_Contig_11991	62
dDocent_Contig_12078	35
dDocent_Contig_12096	168
dDocent_Contig_12137	61
dDocent_Contig_12175	69
dDocent_Contig_12251	81
dDocent_Contig_12254	47
dDocent_Contig_12262	81
dDocent_Contig_12288	39
dDocent_Contig_12288	59
dDocent_Contig_12288	93
dDocent_Contig_12304	87
dDocent_Contig_12310	88
dDocent_Contig_12341	71
dDocent_Contig_12353	49
dDocent_Contig_12367	37
dDocent_Contig_12433	81
dDocent_Contig_12494	89
dDocent_Contig_12494	90
dDocent_Contig_12497	116
dDocent_Contig_12534	109
dDocent_Contig_12535	34
dDocent_Contig_12558	96
dDocent_Contig_12558	131
dDocent_Contig_1257	481
dDocent_Contig_12570	85
dDocent_Contig_12634	71
dDocent_Contig_12634	81
dDocent_Contig_12641	215
dDocent_Contig_12641	265
dDocent_Contig_12665	210
dDocent_Contig_12665	247
dDocent_Contig_12665	275
dDocent_Contig_12716	62
dDocent_Contig_12720	119
dDocent_Contig_12721	115
dDocent_Contig_12728	39
dDocent_Contig_12728	118
dDocent_Contig_12728	120
dDocent_Contig_12741	262
dDocent_Contig_12741	265
dDocent_Contig_12741	282
dDocent_Contig_12741	303
dDocent_Contig_12741	309
dDocent_Contig_12741	317
dDocent_Contig_12770	60
dDocent_Contig_12843	101
dDocent_Contig_12902	56
dDocent_Contig_12953	119
dDocent_Contig_1301	481
dDocent_Contig_13030	76
dDocent_Contig_13044	38
dDocent_Contig_13044	93
dDocent_Contig_13044	109
dDocent_Contig_13118	145
dDocent_Contig_13149	118
dDocent_Contig_13199	97
dDocent_Contig_13199	99
dDocent_Contig_13219	120
dDocent_Contig_13229	93
dDocent_Contig_13237	83
dDocent_Contig_13259	88
dDocent_Contig_13332	71
dDocent_Contig_13333	233
dDocent_Contig_13357	103
dDocent_Contig_13357	123
dDocent_Contig_13372	105
dDocent_Contig_13373	27
dDocent_Contig_13389	69
dDocent_Contig_13462	53
dDocent_Contig_13462	59
dDocent_Contig_13462	74
dDocent_Contig_13462	101
dDocent_Contig_13462	103
dDocent_Contig_13462	134
dDocent_Contig_13469	68
dDocent_Contig_13469	123
dDocent_Contig_13496	110
dDocent_Contig_13496	113
dDocent_Contig_13496	114
dDocent_Contig_13572	43
dDocent_Contig_13572	48
dDocent_Contig_13583	74
dDocent_Contig_13583	147
dDocent_Contig_13592	76
dDocent_Contig_13608	98
dDocent_Contig_13662	115
dDocent_Contig_13702	496
dDocent_Contig_13741	123
dDocent_Contig_13745	84
dDocent_Contig_13751	59
dDocent_Contig_13751	64
dDocent_Contig_13755	31
dDocent_Contig_13879	35
dDocent_Contig_13879	84
dDocent_Contig_13884	117
dDocent_Contig_13884	121
dDocent_Contig_13897	108
dDocent_Contig_13897	122
dDocent_Contig_13917	106
dDocent_Contig_13922	96
dDocent_Contig_13922	97
dDocent_Contig_13922	98
dDocent_Contig_13936	99
dDocent_Contig_13936	112
dDocent_Contig_13953	69
dDocent_Contig_13953	106
dDocent_Contig_13963	101
dDocent_Contig_14035	116
dDocent_Contig_14041	476
dDocent_Contig_14042	93
dDocent_Contig_14073	80
dDocent_Contig_14073	108
dDocent_Contig_14074	72
dDocent_Contig_14129	73
dDocent_Contig_14130	85
dDocent_Contig_14141	356
dDocent_Contig_14177	81
dDocent_Contig_14204	64
dDocent_Contig_14204	66
dDocent_Contig_14253	96
dDocent_Contig_14279	402
dDocent_Contig_14284	368
dDocent_Contig_14292	91
dDocent_Contig_14292	92
dDocent_Contig_14299	237
dDocent_Contig_14299	442
dDocent_Contig_14299	443
dDocent_Contig_14299	445
dDocent_Contig_14401	64
dDocent_Contig_14405	80
dDocent_Contig_14419	73
dDocent_Contig_14450	117
dDocent_Contig_14476	43
dDocent_Contig_14476	123
dDocent_Contig_14476	143
dDocent_Contig_14476	162
dDocent_Contig_14476	204
dDocent_Contig_1454	105
dDocent_Contig_14542	132
dDocent_Contig_14543	131
dDocent_Contig_14565	78
dDocent_Contig_14577	48
dDocent_Contig_14577	57
dDocent_Contig_14577	93
dDocent_Contig_14577	95
dDocent_Contig_14577	102
dDocent_Contig_14577	182
dDocent_Contig_14579	111
dDocent_Contig_14583	421
dDocent_Contig_14583	443
dDocent_Contig_14681	92
dDocent_Contig_14701	55
dDocent_Contig_14701	60
dDocent_Contig_14747	89
dDocent_Contig_14747	95
dDocent_Contig_14771	99
dDocent_Contig_14773	109
dDocent_Contig_14773	161
